,RL_no_season,RL_no_season_24,RL_poisson_no_season,RL_no_season_poisson_lead_time,RL_poisson_no_season_poisson_lead_time
249,107639.66666666666,21257.66666666668,96535.0,105796.33333333334,91579.0
250,108489.0,23455.66666666667,93758.99999999999,95695.33333333337,100347.99999999999
251,103934.33333333331,24003.66666666667,108897.66666666669,89541.33333333333,96286.00000000001
252,98524.66666666663,24612.66666666667,101228.33333333331,105134.33333333334,96181.33333333334
253,105044.66666666667,23645.000000000007,96131.66666666669,96545.66666666667,101425.00000000003
254,108475.66666666669,22248.33333333334,99599.66666666667,99770.66666666669,100698.0
255,101152.66666666667,22420.333333333343,90970.66666666666,93385.33333333336,80557.33333333336
256,107359.66666666666,22886.000000000007,100599.66666666663,103291.33333333339,78227.33333333336
257,96237.33333333342,22418.33333333334,96413.00000000003,103388.6666666667,99462.33333333333
258,95068.0,24242.000000000004,95346.0,91589.66666666667,98379.66666666667
259,104060.66666666669,23877.000000000007,108995.66666666669,104171.99999999999,91920.66666666669
260,101496.99999999999,22935.333333333336,110476.33333333331,90859.66666666667,102356.66666666669
261,103738.00000000003,22676.33333333334,103379.66666666667,108484.0,102924.33333333333
262,103510.33333333331,21608.666666666675,70464.33333333334,105351.00000000001,103402.66666666672
263,105325.00000000001,22029.666666666675,99942.33333333336,102715.00000000003,91005.66666666672
264,108004.0,22770.666666666675,99170.66666666669,91970.33333333336,106307.33333333333
265,107449.00000000001,22665.000000000007,102062.33333333333,98787.66666666667,99134.00000000004
266,100397.33333333336,22626.666666666668,98631.6666666667,96150.66666666672,106388.66666666667
267,102111.33333333333,22040.000000000004,105423.33333333336,101130.99999999996,85657.66666666666
268,84883.0,22843.33333333334,92488.66666666667,105436.66666666669,101745.66666666667
269,98951.66666666664,22434.999999999996,105903.33333333333,102022.0,85673.0
270,105995.33333333337,22735.33333333334,94739.33333333334,90849.00000000003,100958.6666666667
271,109962.0,21085.000000000007,103919.00000000001,95240.66666666667,77600.33333333334
272,104525.0,23022.000000000004,98586.33333333336,104814.33333333334,99879.33333333333
273,104457.33333333333,23643.333333333336,104464.33333333334,107076.33333333334,101513.66666666664
274,107331.66666666669,23739.00000000001,97570.33333333334,87727.00000000004,91273.66666666667
275,99003.33333333333,23600.666666666675,86142.00000000003,105456.99999999999,73289.66666666667
276,100545.66666666663,22123.00000000001,94759.33333333337,104499.33333333333,98845.00000000003
277,105674.0,23331.333333333332,105241.66666666667,105509.66666666666,100625.66666666666
278,100049.6666666667,23298.000000000004,100275.3333333333,101172.33333333331,96410.6666666667
279,85848.33333333336,22738.333333333336,102891.00000000003,98034.00000000001,92430.00000000001
280,106328.0,22817.33333333334,97873.33333333328,104193.00000000003,104218.66666666667
281,97551.66666666667,23333.66666666667,108764.33333333336,102232.33333333334,101696.33333333339
282,105395.99999999997,22791.333333333343,94435.33333333336,97219.33333333336,95762.99999999999
283,100956.6666666667,22771.66666666667,104691.33333333333,98312.33333333334,96880.33333333333
284,105737.6666666667,24121.333333333336,102706.00000000001,100143.33333333336,98400.33333333334
285,106569.00000000003,23435.66666666667,115772.00000000004,101482.6666666667,82643.0
286,111007.00000000004,22215.000000000007,101285.33333333333,99255.33333333337,99751.66666666673
287,108384.00000000003,22998.999999999996,104622.6666666667,98898.66666666663,104685.0
288,104335.33333333334,23882.000000000007,107731.66666666666,100675.0,75960.00000000003
289,101888.33333333336,22596.333333333343,94898.00000000003,97947.00000000003,96244.00000000004
290,101728.00000000001,22673.000000000004,100715.33333333334,100368.66666666667,104432.66666666667
291,103898.66666666667,22640.333333333336,105246.66666666666,102708.0,94620.0
292,105189.66666666666,19851.666666666664,100927.6666666667,81890.0,101951.33333333336
293,105428.0,22840.0,99849.33333333337,99483.33333333336,100031.6666666667
294,106964.3333333333,21119.66666666668,101493.33333333334,100111.00000000006,95019.00000000001
295,106028.66666666669,24361.333333333336,95173.00000000001,102818.33333333334,105152.33333333331
296,101569.33333333333,23718.66666666667,110012.33333333334,93977.33333333337,87706.66666666667
297,105197.00000000004,21293.66666666667,90792.0,109509.33333333339,83858.33333333336
298,109424.33333333336,25451.000000000007,106474.66666666666,109216.66666666672,100347.99999999997
299,106660.00000000004,21321.000000000004,95879.00000000003,108845.0,94097.3333333333
300,104715.3333333334,24230.66666666667,104079.33333333333,107792.66666666674,92779.00000000006
301,109052.6666666667,21242.66666666667,96984.99999999999,84941.00000000003,88713.00000000001
302,106424.66666666669,21637.33333333334,88226.00000000003,102079.33333333337,84858.33333333336
303,103461.66666666667,22768.0,106767.00000000004,106600.0,90002.66666666666
304,109781.66666666667,22059.000000000007,100385.33333333339,97430.00000000004,98583.33333333334
305,103886.33333333336,23478.000000000007,109157.33333333331,100426.66666666664,98340.33333333333
306,100173.33333333333,24110.66666666668,102220.66666666664,105094.33333333337,101603.33333333333
307,105152.33333333336,22659.333333333336,85166.33333333331,103127.0,99456.33333333333
308,110001.00000000004,24464.333333333343,73427.0,94109.66666666672,97960.66666666667
309,107828.0,22383.333333333336,104372.99999999996,104770.33333333333,97883.00000000003
310,103904.33333333333,21759.666666666668,108377.99999999999,94755.00000000004,101926.33333333333
311,103767.00000000003,22378.666666666675,97832.0,88116.00000000003,95007.33333333336
312,103814.66666666666,21595.666666666675,98008.6666666667,103463.66666666666,97648.99999999999
313,107786.66666666666,23851.000000000007,104174.66666666672,101451.33333333333,79784.00000000003
314,103286.33333333327,23018.000000000007,97559.00000000006,98622.00000000006,104195.99999999997
315,101110.3333333333,23020.33333333334,109325.00000000004,98712.00000000003,81077.0
316,103518.33333333337,22953.66666666667,108993.66666666664,102894.33333333334,99001.66666666667
317,99316.66666666667,20186.333333333336,92702.6666666667,104041.00000000001,106131.99999999999
318,105033.0,23587.66666666668,78786.99999999999,97682.66666666667,80877.33333333336
319,93106.6666666667,21648.666666666675,102530.00000000003,101351.33333333334,89654.0
320,107830.00000000006,22514.666666666675,101556.00000000004,105891.33333333333,99941.66666666672
321,103197.66666666664,23014.666666666664,97210.00000000003,95878.33333333334,103661.99999999996
322,107135.00000000003,22673.66666666668,102017.00000000001,104161.33333333333,96332.99999999999
323,105849.33333333336,24496.66666666667,101135.66666666667,104118.0,74010.0
324,106470.0,24382.00000000001,105229.3333333333,102927.99999999999,72266.66666666667
325,104353.66666666667,23203.333333333332,95521.00000000004,102525.0,83615.00000000001
326,105166.99999999999,21983.66666666667,104200.33333333333,104189.33333333337,100263.00000000004
327,104609.33333333336,18064.66666666667,108865.3333333334,86022.00000000003,73406.0
328,101513.33333333336,22626.000000000007,104698.66666666667,94216.66666666669,97869.33333333331
329,107214.0,21188.333333333343,100954.6666666667,95710.00000000004,101745.33333333333
330,105988.66666666669,22698.666666666675,103038.33333333331,102567.33333333334,57012.000000000015
331,100418.33333333337,24402.333333333347,99505.66666666664,90702.33333333336,100065.66666666669
332,103444.33333333334,20580.000000000007,104686.33333333333,99017.33333333334,91425.0
333,111149.33333333334,22217.66666666667,87758.0,98802.00000000001,74805.33333333334
334,106626.00000000001,22855.66666666668,89206.6666666667,95617.0,89302.66666666664
335,99638.00000000004,23280.66666666667,100544.00000000006,99511.00000000001,100148.33333333331
336,105169.99999999999,23618.66666666667,96835.66666666666,103180.00000000007,96753.0
337,107273.66666666672,23186.66666666667,103294.33333333333,105211.00000000001,86143.66666666667
338,105607.0,25502.000000000007,102616.99999999997,85332.99999999999,93711.33333333334
339,108455.99999999999,22716.66666666668,101660.00000000006,97722.6666666667,90987.00000000001
340,109770.33333333331,23191.66666666667,83819.3333333333,98966.66666666669,93291.3333333334
341,104569.00000000004,24080.33333333334,100972.00000000003,68146.66666666669,64483.66666666667
342,108602.00000000001,23389.333333333343,108576.33333333337,97445.6666666667,58296.00000000003
343,107066.3333333333,23702.33333333334,99085.00000000004,108014.00000000003,93295.66666666666
344,102035.33333333331,23825.666666666675,94953.6666666667,106161.66666666667,104308.0
345,102040.99999999999,22161.66666666667,91686.33333333331,93310.00000000003,99037.33333333331
346,100307.99999999999,23704.33333333334,108002.00000000003,97624.33333333336,107682.0
347,110065.0,23493.33333333334,104102.33333333333,103021.66666666673,100196.66666666669
348,101623.00000000003,23594.333333333343,89948.66666666669,103556.66666666667,103691.66666666666
349,105482.33333333331,22300.0,88031.33333333334,68163.33333333334,99993.0
350,105182.66666666669,21616.666666666668,101370.33333333331,71357.99999999999,101000.33333333331
351,109181.66666666666,23893.666666666675,105669.00000000001,92023.66666666672,102738.00000000001
352,105983.33333333336,22167.66666666667,103923.99999999997,95330.66666666669,99614.33333333337
353,95307.66666666666,22556.33333333334,106078.0,85404.33333333337,68384.33333333336
354,107426.66666666672,23274.666666666668,97582.66666666666,104110.33333333336,93286.99999999999
355,102466.00000000001,21664.000000000007,101949.00000000004,104288.99999999999,101877.00000000001
356,101638.33333333333,23374.333333333336,105975.99999999999,74873.6666666667,97615.33333333337
357,102218.33333333336,24327.666666666675,95327.33333333331,95015.33333333336,92478.33333333337
358,100968.33333333328,24081.66666666667,101544.00000000001,80168.66666666667,93133.3333333333
359,108112.00000000003,20966.000000000007,98793.66666666669,96279.66666666672,101039.33333333331
360,100057.33333333339,22724.66666666667,89963.99999999999,104828.0,67759.00000000004
361,108639.00000000001,21347.33333333334,98005.0,106614.6666666667,91661.99999999997
362,104847.33333333334,22432.333333333336,103898.33333333337,102623.33333333333,101239.00000000003
363,100699.00000000004,22743.33333333334,104771.99999999997,88211.33333333336,101371.00000000003
364,105353.00000000004,21069.33333333334,97811.33333333334,97966.99999999999,99426.33333333328
365,103932.33333333333,23984.66666666667,105141.33333333331,106047.00000000001,89513.99999999997
366,108047.66666666666,23609.333333333336,92942.66666666667,78708.33333333334,98722.33333333331
367,108665.33333333331,22736.333333333343,86212.66666666667,71948.33333333337,87513.66666666672
368,97219.33333333331,23904.666666666675,102092.33333333334,104720.33333333333,91774.6666666667
369,102429.99999999999,23431.33333333335,84575.33333333339,90097.66666666666,100674.99999999999
370,102633.66666666669,22885.0,96523.00000000001,72308.00000000001,92475.00000000006
371,107677.33333333336,21136.000000000007,109457.0,95152.66666666666,85757.66666666667
372,95020.33333333333,22659.333333333343,107553.66666666667,98506.99999999997,97141.66666666666
373,106382.99999999999,22897.00000000001,94129.33333333334,103650.66666666664,95637.66666666669
374,102888.33333333334,22388.000000000004,80677.99999999997,99293.33333333333,106140.66666666661
375,106404.33333333331,23419.666666666675,96234.00000000003,105134.33333333334,96295.33333333334
376,106288.66666666667,21096.333333333343,98915.66666666669,83330.0,100937.66666666667
377,103816.66666666664,24450.666666666675,93290.0,102155.0,92735.6666666667
378,106908.33333333337,23817.000000000007,100137.66666666666,97354.33333333336,78350.33333333339
379,106098.33333333334,22879.333333333332,108641.33333333337,75022.00000000001,100347.00000000004
380,101508.33333333334,22597.666666666675,99531.99999999997,103441.00000000001,94335.33333333333
381,106244.00000000004,22708.333333333343,103578.00000000001,94022.33333333334,78934.0
382,105404.66666666673,23534.66666666667,99062.00000000004,92870.66666666667,85860.00000000001
383,104230.0,22118.666666666675,98724.3333333333,100281.33333333339,86542.00000000003
384,107245.0,21513.000000000007,106301.66666666669,97499.00000000003,102497.00000000004
385,104031.33333333331,22784.33333333334,93573.66666666667,104837.33333333334,105689.00000000001
386,108870.99999999997,24773.000000000007,96578.33333333328,87867.33333333336,103741.66666666664
387,100769.33333333336,22172.33333333334,102131.00000000006,104523.33333333336,90923.0
388,108279.33333333339,21814.33333333334,107276.66666666667,100983.33333333334,91268.66666666669
389,106561.66666666666,23638.66666666667,107236.0,93085.66666666667,100396.33333333336
390,106384.99999999999,23821.000000000004,96390.66666666672,97989.00000000003,83209.33333333336
391,101455.0,21415.666666666668,95357.99999999997,96256.33333333336,108995.33333333333
392,107307.6666666667,22910.666666666675,103886.33333333331,100233.66666666667,100074.66666666666
393,107613.33333333331,23904.33333333334,99560.99999999997,106239.00000000001,72161.66666666664
394,94581.66666666666,24005.333333333343,101458.00000000001,100605.66666666667,99332.33333333337
395,103791.33333333333,21676.666666666668,91267.66666666672,92194.66666666669,100810.0
396,107517.6666666667,24258.000000000004,102238.66666666667,87593.00000000001,92238.66666666669
397,96380.33333333333,23559.0,106132.33333333336,98571.00000000001,100818.33333333336
398,104761.66666666666,21971.666666666675,94392.00000000001,100124.99999999997,90016.33333333334
399,105873.00000000003,24085.666666666675,99174.00000000001,90499.33333333336,94706.66666666672
400,107843.33333333339,23192.666666666675,104323.33333333334,98584.6666666667,89218.66666666669
401,103129.0,23758.666666666668,100952.33333333333,104019.99999999999,86416.66666666669
402,106804.0,24829.666666666675,100022.3333333333,89375.66666666664,83865.66666666663
403,108694.00000000001,21671.66666666667,102310.33333333334,85810.66666666669,104894.0
404,100983.33333333336,22820.33333333334,101507.66666666669,97126.33333333336,98609.66666666672
405,107758.66666666667,22417.333333333332,99407.66666666669,77932.33333333333,99541.66666666666
406,107764.33333333336,23758.66666666667,106659.66666666666,108214.66666666674,80456.99999999996
407,109553.66666666664,23385.333333333343,103301.6666666667,105265.66666666664,79991.00000000001
408,106601.66666666666,24437.333333333343,101228.00000000004,101457.99999999999,89804.33333333334
409,107061.66666666664,22984.333333333343,90700.00000000003,97208.99999999996,101882.99999999999
410,97983.6666666667,24456.000000000004,106767.66666666669,102620.66666666669,104102.99999999997
411,102062.66666666664,22684.000000000004,105461.33333333339,101403.66666666667,103754.33333333333
412,108093.33333333334,24055.000000000004,84197.66666666666,99690.33333333342,99001.33333333333
413,108386.66666666664,20220.33333333334,107371.99999999997,81240.33333333334,93643.33333333333
414,88970.66666666666,24825.000000000007,107333.00000000001,76507.66666666667,92958.00000000001
415,101438.33333333337,22348.000000000007,108635.66666666666,93799.6666666667,98494.66666666664
416,106435.33333333334,23449.000000000004,89276.66666666672,89737.33333333336,96423.33333333336
417,104114.33333333337,23470.000000000007,102978.0,90647.66666666667,92334.00000000003
418,104114.33333333339,22593.666666666668,98014.66666666667,90569.66666666666,93501.66666666663
419,103613.66666666664,22194.33333333334,94547.66666666664,108138.6666666667,106635.33333333339
420,108236.66666666666,23361.666666666675,108928.66666666667,96253.99999999999,99440.0
421,107539.33333333336,21621.000000000004,105362.66666666666,78572.33333333336,83793.66666666667
422,102008.66666666667,22185.333333333343,100900.33333333334,102964.66666666672,94826.00000000003
423,101619.66666666669,21894.33333333334,103963.0,92341.33333333333,92924.33333333333
424,106122.66666666667,22388.000000000007,92799.00000000001,100967.00000000006,104193.66666666667
425,106306.66666666667,22776.000000000004,72319.33333333339,104366.3333333333,97231.00000000001
426,106066.66666666672,25422.66666666667,97064.33333333333,103689.33333333339,83508.33333333333
427,102371.66666666667,25302.000000000007,85293.99999999997,101601.33333333336,101393.66666666664
428,109796.33333333337,23957.000000000007,97266.33333333334,98178.66666666672,101715.0
429,104954.33333333334,21647.000000000007,93722.33333333336,102733.66666666666,98158.0
430,101844.33333333334,24016.666666666668,102843.33333333331,102096.0,90596.99999999997
431,104909.66666666664,23578.000000000004,104010.99999999997,101679.0,97337.33333333333
432,103319.66666666664,23781.33333333334,99243.00000000003,98835.66666666663,101331.3333333333
433,97176.00000000001,21071.66666666667,99816.33333333334,76050.33333333336,98310.33333333337
434,100480.00000000001,23523.333333333347,102562.00000000003,99403.66666666667,99828.6666666667
435,93726.33333333331,22661.333333333336,107369.99999999996,104063.66666666666,84002.66666666666
436,99230.33333333334,23039.333333333336,100467.3333333334,99513.00000000007,83125.0
437,99591.66666666669,21449.33333333334,92036.00000000001,105937.66666666667,103258.66666666667
438,103705.33333333334,21955.000000000007,109036.99999999999,102455.33333333336,96811.66666666672
439,108060.99999999996,21419.00000000001,105329.33333333336,103567.6666666667,105105.99999999996
440,103604.33333333334,21946.666666666675,103966.33333333334,110557.00000000001,86188.33333333331
441,106111.33333333334,22181.000000000007,101950.66666666669,66483.33333333336,89551.00000000003
442,106543.33333333337,21920.33333333334,97612.00000000004,94639.66666666666,97536.33333333336
443,106357.33333333333,23519.666666666675,100368.33333333334,109437.99999999997,106909.33333333333
444,104542.66666666664,24250.33333333334,107663.66666666672,94345.00000000003,73943.00000000001
445,105256.66666666667,22943.333333333332,100690.00000000001,58463.66666666666,108516.33333333331
446,103572.33333333336,22259.333333333343,102089.0,103354.33333333336,87587.33333333333
447,108909.0,22471.33333333334,102966.66666666666,94688.33333333333,59330.00000000003
448,108390.00000000001,22613.333333333343,102460.33333333331,102549.0,103170.66666666673
449,104673.66666666667,23860.333333333336,106656.66666666669,105387.33333333333,93393.66666666669
450,103971.99999999999,21992.000000000007,105197.33333333333,95038.33333333339,94032.33333333336
451,103107.00000000003,21583.66666666667,104603.00000000003,100513.66666666669,105216.99999999999
452,110698.33333333334,21969.33333333334,106849.00000000001,97649.66666666666,93984.66666666667
453,103943.33333333331,25340.333333333343,99336.99999999997,70199.00000000003,100122.66666666666
454,99919.00000000004,21557.66666666667,102695.66666666667,103971.33333333334,91713.66666666672
455,106590.66666666672,23206.333333333336,101611.66666666669,90593.99999999996,100538.0
456,108265.0,22323.66666666667,88907.6666666667,105484.00000000001,96280.33333333334
457,106877.66666666666,20486.66666666667,98415.66666666666,98649.66666666669,95770.66666666667
458,99180.33333333334,22303.000000000007,105230.66666666666,86839.33333333333,91841.33333333334
459,105617.00000000003,22612.666666666675,105150.33333333333,99063.66666666672,103200.66666666666
460,110276.0,24829.000000000004,103962.3333333333,106078.0,81995.00000000001
461,107697.66666666673,23386.33333333334,101013.3333333334,105136.0,89528.66666666669
462,101995.00000000001,23066.000000000007,98997.66666666667,107963.33333333337,98142.33333333337
463,104758.66666666666,23716.666666666668,102175.66666666669,97586.66666666667,99683.66666666667
464,110197.33333333333,22490.000000000007,105260.33333333333,87681.33333333334,98204.3333333333
465,97116.33333333334,21541.000000000004,97023.66666666669,103845.00000000001,101063.00000000004
466,98365.33333333336,21693.66666666667,93134.33333333333,61999.333333333365,102184.6666666667
467,109200.00000000001,24609.666666666675,90741.3333333334,97700.33333333336,71791.66666666667
468,105669.66666666667,23648.000000000004,104676.33333333336,105121.66666666664,90075.6666666667
469,106994.00000000004,20551.000000000004,97872.0,98272.99999999997,105385.33333333334
470,94801.0,22833.333333333336,100654.0,101564.33333333336,102142.0
471,106143.66666666672,23276.33333333334,104784.66666666674,103746.66666666663,95562.66666666672
472,110211.99999999997,24394.66666666667,107299.99999999996,102074.66666666667,99312.66666666672
473,101823.33333333336,25009.33333333334,92778.66666666667,99773.00000000001,73392.00000000003
474,100719.00000000001,23196.333333333336,97807.33333333334,99388.0,94684.33333333334
475,109502.33333333333,22121.333333333336,102597.00000000001,89339.00000000003,81315.6666666667
476,95091.33333333334,25658.66666666667,99829.33333333333,78442.0,79109.99999999999
477,103499.0,22712.000000000004,107866.99999999999,97800.33333333336,102308.33333333334
478,101298.33333333337,22448.000000000004,105670.66666666664,99762.33333333336,96637.33333333333
479,106356.33333333331,21439.33333333334,112131.66666666669,102617.0,99662.66666666664
480,109262.66666666667,23378.666666666664,101209.0,105557.00000000003,90539.00000000001
481,110185.3333333334,23255.333333333343,102999.33333333337,100427.0,103219.0
482,96983.00000000003,22209.000000000004,100145.0,97579.00000000003,93622.66666666666
483,102307.66666666669,22532.000000000004,97141.33333333337,100381.66666666666,90773.6666666667
484,105473.66666666661,24985.333333333343,102813.00000000001,102946.00000000004,90595.3333333333
485,102921.00000000001,25130.333333333343,104011.00000000001,84605.33333333331,95921.0
486,101494.33333333333,20375.666666666675,100893.66666666667,86747.66666666669,99235.66666666667
487,101540.0,21375.66666666667,98053.33333333334,104875.0,73212.00000000006
488,105058.66666666661,22975.0,103362.33333333333,101087.66666666669,98715.33333333334
489,107944.33333333331,22379.666666666668,100314.0,96784.33333333333,106301.00000000001
490,107112.33333333334,22781.33333333334,85410.99999999999,106556.33333333331,98268.33333333336
491,105654.00000000001,24067.33333333334,91041.3333333333,94923.00000000001,93438.66666666669
492,99906.33333333336,21903.33333333334,96168.66666666666,73689.0,79400.00000000004
493,106590.33333333333,22960.00000000001,102886.33333333333,102508.33333333333,101966.66666666667
494,100261.66666666669,22541.33333333334,97711.33333333337,87586.66666666669,98161.00000000004
495,107775.66666666667,24085.33333333334,93631.33333333334,95070.33333333336,98816.3333333333
496,107800.66666666669,22768.000000000007,97790.66666666667,98571.66666666667,82595.33333333334
497,106244.00000000001,21972.000000000004,97755.33333333337,103804.33333333334,93118.33333333336
498,94617.6666666667,22533.666666666675,106000.66666666664,97869.33333333334,93969.6666666667
499,109300.66666666667,21704.666666666675,82284.66666666667,88246.00000000001,105465.00000000001
